Method,Name,Error,Occurrences
GET,/tiles/5/28/23.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/5/28/23.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/4/4/12.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/4/4/12.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/6/54/47.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/6/54/47.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/2/1/3.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/2/1/3.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/6/40/47.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/6/40/47.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/5/18/29.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/5/18/29.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/5/31/25.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/5/31/25.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/6/40/55.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/6/40/55.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/6/6/53.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/6/6/53.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/5/17/31.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/5/17/31.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/5/30/26.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/5/30/26.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/6/54/59.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/6/54/59.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/5/12/24.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/5/12/24.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/3/7/7.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/3/7/7.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr'),3
GET,/tiles/6/49/55.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/6/49/55.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/5/23/26.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/5/23/26.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/6/38/62.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/6/38/62.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_29_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
