Method,Name,Error,Occurrences
GET,/tiles/2/0/3.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/2/0/3.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/4/14/12.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/4/14/12.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/5/0/26.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/5/0/26.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/5/29/24.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/5/29/24.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/6/32/58.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/6/32/58.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/6/10/60.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/6/10/60.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/6/39/63.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/6/39/63.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/2/3/3.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/2/3/3.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/6/14/53.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/6/14/53.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/3/6/6.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/3/6/6.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/6/28/49.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/6/28/49.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/6/57/51.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/6/57/51.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/3/5/7.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/3/5/7.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/6/12/47.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/6/12/47.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
GET,/tiles/5/27/23.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr,HTTPError('404 Client Error: Not Found for url: /tiles/5/27/23.png?reference=False&variable=tas&url=s3://nasa-eodc-data-store/test-data/cmip6-zarr/600_1440_1_CMIP6_daily_GISS-E2-1-G_tas.zarr'),1
