Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1684968855,1,,Aggregated,0.300000,0.000000,3600,3600,3700,3700,3700,3800,6400,6400,6400,6400,6400,27,0,3600.0,3722.4529287037044,3528.486203,6432.841758,3587.777777777778
1684968856,1,,Aggregated,0.300000,0.000000,3600,3600,3700,3700,3700,3800,6400,6400,6400,6400,6400,27,0,3600.0,3722.4529287037044,3528.486203,6432.841758,3587.777777777778
1684968857,1,,Aggregated,0.300000,0.000000,3600,3600,3700,3700,3700,3800,6400,6400,6400,6400,6400,27,0,3600.0,3722.4529287037044,3528.486203,6432.841758,3587.777777777778
1684968858,1,,Aggregated,0.300000,0.000000,3600,3700,3700,3700,3700,3800,6400,6400,6400,6400,6400,28,0,3600.0,3723.1221500000006,3528.486203,6432.841758,3484.3928571428573
1684968859,1,,Aggregated,0.300000,0.000000,3600,3700,3700,3700,3700,3800,6400,6400,6400,6400,6400,28,0,3600.0,3723.1221500000006,3528.486203,6432.841758,3484.3928571428573
1684968860,1,,Aggregated,0.300000,0.000000,3600,3700,3700,3700,3700,3800,6400,6400,6400,6400,6400,28,0,3600.0,3723.1221500000006,3528.486203,6432.841758,3484.3928571428573
1684968861,1,,Aggregated,0.300000,0.000000,3600,3700,3700,3700,3700,3800,6400,6400,6400,6400,6400,28,0,3600.0,3723.1221500000006,3528.486203,6432.841758,3484.3928571428573
1684968862,1,,Aggregated,0.300000,0.000000,3600,3700,3700,3700,3700,3800,6400,6400,6400,6400,6400,29,0,3600.0,3718.2802589655175,3528.486203,6432.841758,3399.1724137931033
1684968863,1,,Aggregated,0.300000,0.000000,3600,3700,3700,3700,3700,3800,6400,6400,6400,6400,6400,29,0,3600.0,3718.2802589655175,3528.486203,6432.841758,3399.1724137931033
1684968864,1,,Aggregated,0.300000,0.000000,3600,3700,3700,3700,3700,3800,6400,6400,6400,6400,6400,29,0,3600.0,3718.2802589655175,3528.486203,6432.841758,3399.1724137931033
